Member_number,Date,productId,items
3757,24-06-2015,2,2
3484,10-10-2015,19,1
4314,02-05-2015,5,2
1204,23-07-2015,76,3
1355,28-03-2015,5,3
3463,16-05-2015,19,1
3548,19-03-2015,24,2
2271,02-01-2015,5,3
2275,19-05-2015,23,2
1275,16-07-2015,4,2
4577,04-11-2015,69,1
2286,21-11-2015,29,3
4287,06-08-2015,38,1
1781,06-06-2015,53,1
2840,07-08-2015,23,3
2585,13-02-2015,4,3
2958,27-01-2015,66,2
3788,16-02-2015,1,3
3061,05-12-2015,3,2
1531,19-01-2015,19,2
3451,31-08-2015,5,2
3119,28-06-2015,21,3
4015,27-03-2015,7,1
2869,29-04-2015,2,2
4814,12-02-2015,22,1
2978,25-11-2015,100,1
4789,09-04-2015,8,3
2151,03-08-2015,5,1
2390,21-08-2015,7,1
3634,02-12-2015,126,3
3394,13-12-2015,19,2
1874,08-06-2015,123,1
4671,01-08-2015,19,3
3647,03-03-2015,36,1
1275,17-02-2015,19,1
3306,28-09-2015,89,2
1087,19-03-2015,19,1
3210,23-12-2015,37,3
1136,03-01-2015,1,1
3050,21-06-2015,9,2
4406,01-02-2015,69,2
4277,09-08-2015,19,3
2500,06-12-2015,7,2
4704,19-08-2015,3,1
4470,23-12-2015,66,2
4747,24-08-2015,9,3
2550,20-04-2015,71,2
4783,10-10-2015,50,2
2117,07-11-2015,9,2
4510,03-09-2015,2,3
4258,11-12-2015,38,2
3535,18-01-2015,8,2
3095,16-08-2015,17,1
4625,07-04-2015,19,3
2014,23-06-2015,58,2
1677,09-12-2015,1,3
4743,04-07-2015,2,2
4212,31-03-2015,18,2
1087,14-08-2015,37,2
3682,12-10-2015,2,1
2406,10-03-2015,57,1
3915,21-01-2015,9,1
1901,04-05-2015,7,3
4992,23-05-2015,25,3
4308,07-04-2015,10,1
1566,05-06-2015,18,3
2839,31-10-2015,8,2
4666,19-10-2015,74,2
2325,16-04-2015,3,2
4238,08-03-2015,9,1
1983,20-05-2015,38,3
4798,21-11-2015,3,1
3703,16-06-2015,7,3
1456,19-07-2015,2,2
3309,02-09-2015,22,1
1983,09-08-2015,19,3
2676,07-04-2015,107,3
1017,30-09-2015,38,2
3793,07-08-2015,22,1
1609,03-05-2015,4,1
3459,23-01-2015,1,1
1192,09-01-2015,11,2
3044,05-01-2015,19,1
3661,27-11-2015,11,2
1188,09-01-2015,2,2
1865,02-08-2015,4,2
1692,28-06-2015,2,3
3577,12-05-2015,83,1
4951,13-03-2015,23,1
1714,02-08-2015,74,2
1610,26-05-2015,18,2
4652,08-04-2015,16,1
4020,11-04-2015,18,2
2633,27-11-2015,4,1
4305,24-07-2015,24,3
2416,15-02-2015,18,2
3124,09-04-2015,7,1
1422,31-05-2015,54,2
2101,07-01-2015,22,1
2876,30-10-2015,4,1
2684,11-01-2015,7,2
2377,16-04-2015,9,3
2394,17-02-2015,19,1
4320,13-01-2015,4,1
1009,05-10-2015,37,1
1460,13-01-2015,29,3
1821,20-04-2015,22,3
3182,15-10-2015,38,2
1526,26-11-2015,19,3
2070,16-07-2015,9,2
2534,18-05-2015,17,2
3794,28-04-2015,57,3
1405,28-02-2015,29,2
4544,07-01-2015,35,3
2494,10-06-2015,10,2
3322,02-02-2015,64,3
3655,16-02-2015,8,3
2918,08-04-2015,29,2
2584,31-03-2015,5,1
2212,16-04-2015,7,2
3176,01-08-2015,7,3
4564,13-06-2015,104,1
4556,17-08-2015,59,2
4573,10-10-2015,9,2
2781,10-04-2015,50,2
3316,03-01-2015,18,1
1827,02-05-2015,9,3
4889,03-02-2015,5,2
3548,01-06-2015,2,2
2736,17-07-2015,57,2
4927,19-10-2015,45,2
3214,22-12-2015,49,2
3275,18-06-2015,9,3
2909,08-05-2015,19,3
4226,06-12-2015,19,2
1622,11-03-2015,57,1
1395,12-10-2015,19,3
2938,06-06-2015,2,1
3674,13-08-2015,25,3
2063,08-11-2015,9,2
4214,07-10-2015,119,3
3042,16-01-2015,23,2
3877,17-09-2015,3,3
2168,25-11-2015,50,2
1503,12-05-2015,23,2
2769,23-04-2015,17,2
4933,27-02-2015,2,2
3082,22-05-2015,45,1
1422,01-01-2015,1,2
3139,26-02-2015,3,1
2200,08-03-2015,10,1
4670,31-08-2015,2,2
2053,21-09-2015,7,1
4847,03-02-2015,25,3
1185,24-08-2015,3,2
4656,25-12-2015,68,1
2741,11-09-2015,22,2
2654,17-08-2015,9,2
2010,19-12-2015,18,2
2586,10-07-2015,64,1
3511,15-11-2015,127,3
4700,06-06-2015,2,3
2235,20-01-2015,57,1
2557,23-10-2015,23,2
3462,16-02-2015,27,1
1356,02-04-2015,128,1
1477,20-11-2015,19,1
3094,13-06-2015,19,2
3981,25-12-2015,48,1
1340,23-01-2015,2,2
4015,10-01-2015,45,1
1719,10-09-2015,27,3
1542,15-05-2015,1,1
1357,10-04-2015,38,1
4003,21-11-2015,2,3
4224,06-12-2015,50,2
1292,05-07-2015,73,2
4018,28-04-2015,21,1
2721,15-07-2015,18,3
4016,21-04-2015,23,2
3654,16-12-2015,9,1
3745,26-08-2015,19,3
2851,16-09-2015,25,2
1474,29-07-2015,9,2
3623,05-02-2015,8,3
1647,20-12-2015,18,3
1312,09-02-2015,119,3
1218,13-06-2015,4,3
4745,24-12-2015,24,1
4994,08-02-2015,19,3
1465,09-11-2015,25,2
2380,07-01-2015,19,2
1150,25-05-2015,25,1
4371,21-06-2015,48,2
4668,01-02-2015,4,2
2167,29-05-2015,23,3
3534,09-03-2015,8,2
3399,12-07-2015,15,1
1144,13-08-2015,25,3
2136,10-02-2015,50,3
1888,10-04-2015,29,1
4990,14-12-2015,1,3
1731,20-11-2015,10,3
4632,04-10-2015,23,1
3035,29-11-2015,18,3
4376,22-07-2015,10,1
3760,04-06-2015,19,1
1135,24-02-2015,59,2
3132,12-08-2015,119,2
1252,11-03-2015,10,3
3698,24-08-2015,9,3
1442,25-07-2015,24,1
1160,24-01-2015,71,3
1451,27-01-2015,1,1
2785,01-02-2015,36,1
3159,31-01-2015,2,3
3205,17-01-2015,23,1
2703,27-03-2015,21,2
1115,22-01-2015,4,3
2632,24-05-2015,69,2
2729,23-07-2015,21,3
4334,10-11-2015,26,1
1009,23-09-2015,24,3
3098,04-09-2015,19,2
1489,07-03-2015,75,1
4240,04-12-2015,51,3
1096,28-07-2015,3,3
3120,14-11-2015,107,3
1608,13-11-2015,22,2
2298,16-08-2015,22,2
4646,31-07-2015,4,3
3782,03-02-2015,10,1
2448,29-12-2015,5,1
4999,16-05-2015,16,2
1233,13-08-2015,16,1
1335,13-09-2015,66,2
1889,28-08-2015,29,3
3815,15-09-2015,27,2
3976,20-09-2015,10,2
3051,23-01-2015,2,3
2630,15-02-2015,9,1
4182,18-06-2015,7,2
1524,05-03-2015,1,2
2165,06-09-2015,7,3
3710,15-07-2015,2,1
1859,12-04-2015,25,2
1682,01-11-2015,25,3
3682,02-01-2015,7,2
1866,13-07-2015,10,3
1764,15-11-2015,25,1
2016,15-08-2015,35,1
3758,06-03-2015,23,1
1380,09-04-2015,5,1
3063,28-10-2015,2,2
4782,16-08-2015,5,2
3677,21-04-2015,129,1
2315,15-09-2015,5,1
3548,11-06-2015,23,1
3198,08-05-2015,7,2
1436,01-03-2015,49,1
4874,23-12-2015,114,1
4002,28-08-2015,25,1
2911,14-07-2015,38,3
1611,04-04-2015,50,1
2561,19-08-2015,19,3
2343,30-05-2015,19,3
1021,07-11-2015,5,1
3484,15-05-2015,1,3
4378,04-05-2015,9,1
1751,25-03-2015,19,2
1730,24-01-2015,19,2
4669,25-06-2015,2,2
1184,16-06-2015,22,2
4793,04-11-2015,19,3
4600,12-02-2015,22,1
3966,11-01-2015,1,1
3017,22-09-2015,21,1
1834,22-11-2015,57,2
4508,15-06-2015,38,2
2879,26-05-2015,9,1
4643,12-03-2015,4,2
3757,03-02-2015,2,1
1486,20-08-2015,24,1
3018,18-01-2015,25,1
3600,17-08-2015,25,1
1239,24-01-2015,54,1
1315,07-11-2015,29,1
1654,28-09-2015,60,1
3551,24-07-2015,23,2
2861,02-12-2015,24,1
1170,09-10-2015,7,1
1351,26-02-2015,57,2
2645,27-06-2015,38,2
4202,02-05-2015,18,2
2653,02-03-2015,74,1
3961,05-03-2015,19,3
2441,31-05-2015,25,3
3637,22-12-2015,22,2
2329,15-07-2015,24,3
3858,27-03-2015,5,2
4294,02-03-2015,5,1
4765,01-07-2015,9,3
4017,11-10-2015,19,1
4855,01-05-2015,61,3
2673,10-12-2015,18,1
3352,02-07-2015,9,3
1391,21-08-2015,29,1
4352,29-12-2015,14,1
1298,27-07-2015,50,3
1618,02-08-2015,10,1
2433,21-06-2015,79,1
4992,01-03-2015,9,1
3515,21-04-2015,3,3
1786,10-02-2015,25,3
3844,27-06-2015,23,1
3914,08-01-2015,25,1
4859,10-05-2015,8,3
2747,30-08-2015,5,3
4172,08-10-2015,130,1
1796,15-08-2015,19,1
2524,05-12-2015,5,1
3523,01-04-2015,2,2
3761,30-03-2015,8,3
1830,16-01-2015,29,2
4144,01-04-2015,48,3
3803,27-01-2015,51,3
4503,22-03-2015,5,3
2055,02-05-2015,19,3
3634,10-12-2015,7,3
4503,09-08-2015,2,3
3756,02-12-2015,2,3
3071,13-06-2015,19,2
3168,16-12-2015,22,1
2301,24-12-2015,127,1
1270,25-04-2015,23,2
3999,15-11-2015,51,2
1603,13-07-2015,25,2
3089,16-02-2015,7,2
4671,30-05-2015,21,3
2985,29-05-2015,7,1
3318,21-07-2015,4,3
3954,10-02-2015,25,1
1048,18-10-2015,5,1
3586,24-05-2015,29,2
4431,16-11-2015,49,3
3977,16-04-2015,2,2
1799,13-06-2015,25,3
2609,26-08-2015,9,1
4187,10-04-2015,2,2
3140,11-02-2015,7,2
4942,23-11-2015,9,1
3886,18-11-2015,9,1
4453,23-08-2015,18,1
1056,09-11-2015,74,2
2700,18-10-2015,65,3
1049,05-09-2015,9,2
2446,29-07-2015,10,3
4864,05-07-2015,19,2
1483,25-04-2015,20,2
4158,26-12-2015,3,1
2212,28-10-2015,17,3
1142,13-06-2015,10,2
2273,26-10-2015,19,2
3741,23-01-2015,10,1
3574,20-06-2015,23,1
3902,29-11-2015,29,3
2169,21-10-2015,7,2
3038,11-01-2015,5,3
2023,07-02-2015,1,2
1038,10-04-2015,4,3
3998,23-01-2015,4,1
3516,13-12-2015,68,2
1979,09-09-2015,23,3
3635,13-12-2015,24,1
3966,01-06-2015,9,1
1430,12-11-2015,5,3
2583,26-03-2015,26,2
2055,07-07-2015,68,2
1092,03-07-2015,68,1
4138,10-10-2015,2,2
1515,28-11-2015,115,2
3481,04-10-2015,19,2
2426,02-06-2015,21,1
1886,02-12-2015,25,3
4861,13-09-2015,4,2
2946,04-11-2015,10,1
2349,17-07-2015,58,1
2326,13-11-2015,23,3
2910,19-07-2015,7,2
2103,11-03-2015,36,2
3260,02-12-2015,29,3
1893,04-04-2015,21,3
3352,08-11-2015,38,1
4834,27-04-2015,9,1
2476,25-02-2015,25,3
1013,02-07-2015,36,2
3004,10-02-2015,2,1
1573,21-01-2015,28,1
2089,31-10-2015,25,2
3077,19-01-2015,22,1
3900,07-07-2015,19,2
2470,14-05-2015,25,2
4785,04-04-2015,1,2
2916,19-04-2015,24,3
3179,21-03-2015,19,3
2285,16-12-2015,25,3
2617,03-01-2015,38,2
1945,24-04-2015,25,2
4601,15-12-2015,104,3
4722,13-10-2015,19,1
4605,13-08-2015,17,2
4971,19-02-2015,38,1
4725,01-09-2015,5,1
3872,07-08-2015,23,2
4280,02-05-2015,36,2
4544,21-01-2015,38,1
4839,03-06-2015,24,1
2785,04-08-2015,71,3
1594,23-01-2015,20,3
4675,16-01-2015,18,2
1321,13-04-2015,50,3
1535,03-07-2015,3,3
4437,13-06-2015,21,3
2249,29-05-2015,119,3
1785,24-07-2015,29,1
4635,16-10-2015,11,2
4125,14-06-2015,2,3
3568,11-08-2015,51,1
3575,20-01-2015,68,1
2691,04-11-2015,120,1
3571,17-06-2015,5,3
4648,03-08-2015,20,3
2085,25-03-2015,8,2
4104,01-01-2015,51,3
1143,27-01-2015,28,3
2228,30-05-2015,35,1
3746,13-07-2015,19,2
3934,27-03-2015,2,3
1329,29-03-2015,19,3
4689,07-09-2015,25,1
3199,24-12-2015,7,1
4778,26-04-2015,19,3
1146,11-06-2015,2,2
4338,11-10-2015,3,2
1345,21-07-2015,9,1
4441,09-11-2015,7,1
2540,16-02-2015,28,3
1997,06-06-2015,9,1
2294,26-07-2015,14,3
1523,28-03-2015,29,2
3165,18-08-2015,9,2
4831,12-04-2015,20,3
4073,02-11-2015,5,1
3661,25-07-2015,3,2
2019,09-10-2015,19,1
1092,16-05-2015,22,2
4078,14-11-2015,23,3
4753,21-06-2015,2,3
1279,10-09-2015,49,3
1012,19-11-2015,1,2
2362,23-11-2015,53,1
2789,06-02-2015,24,1
3229,07-08-2015,104,1
1715,03-05-2015,10,2
4351,16-01-2015,50,2
4397,27-06-2015,74,2
3653,21-10-2015,119,2
2730,10-11-2015,8,2
4321,27-10-2015,80,1
1086,17-11-2015,4,2
1708,28-12-2015,57,2
4293,24-08-2015,42,1
4524,22-04-2015,2,2
3783,08-03-2015,39,1
1460,24-06-2015,21,1
2960,19-12-2015,2,3
3442,12-10-2015,8,3
4059,07-05-2015,36,3
1822,03-03-2015,3,3
1584,10-07-2015,18,2
1624,04-02-2015,5,3
4877,06-11-2015,2,1
1567,11-04-2015,29,2
2018,04-01-2015,36,3
1182,01-09-2015,58,1
3401,02-08-2015,23,2
4547,18-01-2015,100,2
3547,21-10-2015,1,3
4831,06-04-2015,2,2
2851,01-01-2015,2,1
3072,28-02-2015,17,2
1398,15-04-2015,19,1
1779,28-10-2015,2,2
1823,27-11-2015,2,3
3360,14-11-2015,2,1
1565,15-10-2015,23,2
4321,08-05-2015,45,2
1293,05-03-2015,51,2
3331,25-07-2015,115,1
2408,19-05-2015,66,1
2742,10-10-2015,28,1
3934,01-05-2015,71,3
4742,22-06-2015,56,3
4405,22-07-2015,9,1
3229,25-03-2015,83,2
2817,22-12-2015,23,3
2741,17-02-2015,4,1
3562,30-12-2015,23,2
4442,10-06-2015,26,3
2022,05-02-2015,9,2
4380,03-11-2015,22,2
3687,22-12-2015,48,2
2077,07-05-2015,17,2
3273,15-03-2015,70,3
3736,27-11-2015,38,3
3190,28-03-2015,21,3
3295,28-07-2015,22,1
3276,30-06-2015,22,3
4405,06-01-2015,38,2
4266,31-07-2015,25,3
1372,25-06-2015,95,2
1242,13-12-2015,49,1
4820,01-05-2015,3,2
4702,08-11-2015,6,2
3687,16-07-2015,23,2
4115,20-03-2015,12,1
2236,03-02-2015,12,3
1026,15-03-2015,12,3
2678,20-03-2015,1,1
1934,04-08-2015,18,2
3525,14-02-2015,25,3
1354,29-11-2015,25,1
2782,09-04-2015,60,3
4456,16-05-2015,17,1
4869,03-04-2015,19,2
2454,26-08-2015,38,3
4222,20-08-2015,44,1
1358,11-09-2015,2,3
3393,15-02-2015,6,3
1615,03-12-2015,18,3
4734,12-07-2015,131,3
4946,04-11-2015,128,1
2419,22-08-2015,36,2
4989,03-06-2015,58,1
2961,27-05-2015,9,1
2707,07-03-2015,57,1
2010,06-11-2015,38,2
1502,16-04-2015,16,3
2600,29-04-2015,33,3
3603,30-01-2015,4,3
4352,14-04-2015,9,2
1477,16-05-2015,28,3
4938,24-11-2015,19,2
2745,27-01-2015,11,3
2738,09-11-2015,9,3
4170,19-01-2015,17,1
3776,17-05-2015,132,2
1062,18-09-2015,4,1
1546,03-01-2015,11,1
2020,19-11-2015,19,1
2366,18-01-2015,9,2
1107,03-01-2015,107,2
1407,29-07-2015,56,3
3718,26-02-2015,9,1
4808,26-07-2015,57,3
2940,21-05-2015,25,1
3048,10-12-2015,10,2
3165,15-06-2015,4,2
4306,28-12-2015,3,2
4302,05-11-2015,4,1
4516,29-03-2015,18,2
3582,31-03-2015,22,1
1534,10-07-2015,71,3
1844,24-07-2015,64,1
1218,05-07-2015,2,3
4482,30-11-2015,21,1
2574,11-12-2015,75,3
2767,27-01-2015,22,2
2794,29-09-2015,19,3
4228,26-03-2015,2,2
3062,08-06-2015,8,2
2365,21-06-2015,19,3
3775,07-07-2015,23,1
2232,06-05-2015,50,1
4156,03-08-2015,80,1
3643,20-09-2015,50,1
3470,04-10-2015,38,1
2602,11-12-2015,17,2
4796,10-06-2015,9,1
3289,09-08-2015,1,2
4470,31-03-2015,25,2
2502,07-02-2015,10,2
2205,07-03-2015,7,3
3201,21-01-2015,45,3
2882,25-06-2015,7,2
2757,16-12-2015,7,3
3679,30-08-2015,4,1
2380,12-02-2015,17,1
1825,06-10-2015,10,2
2868,18-07-2015,115,1
2709,20-08-2015,45,2
4585,16-07-2015,73,2
2634,22-04-2015,26,1
4832,03-12-2015,9,3
2032,28-07-2015,23,1
2061,27-12-2015,1,1
2210,13-01-2015,9,2
2346,05-08-2015,79,2
4315,26-04-2015,7,2
4166,26-07-2015,50,2
3907,25-10-2015,4,3
2706,22-03-2015,9,3
2855,05-08-2015,25,3
2074,10-04-2015,7,2
2840,27-05-2015,4,2
2247,31-05-2015,7,2
4063,14-07-2015,2,3
4780,03-07-2015,38,2
1081,06-03-2015,4,1
4843,02-03-2015,3,1
3246,27-08-2015,25,2
4009,14-07-2015,1,1
3697,03-10-2015,22,1
4579,29-10-2015,4,3
3803,06-10-2015,22,2
4108,21-07-2015,17,2
1664,01-04-2015,2,3
4179,06-03-2015,22,1
4172,18-02-2015,1,1
2851,17-02-2015,11,2
3385,22-06-2015,133,1
1303,08-09-2015,46,3
4487,22-01-2015,4,3
2392,23-03-2015,4,2
4218,03-10-2015,8,3
2891,02-07-2015,22,3
4474,10-12-2015,2,2
4437,28-07-2015,23,3
2648,08-11-2015,8,3
1081,03-05-2015,15,3
3071,21-01-2015,80,1
3409,20-05-2015,19,2
2768,01-01-2015,1,2
3424,16-08-2015,25,2
4610,19-04-2015,3,1
3090,04-11-2015,30,1
4585,01-05-2015,4,2
4388,20-03-2015,19,1
3751,01-01-2015,9,2
2650,11-05-2015,7,1
4282,23-06-2015,10,3
3273,26-09-2015,7,3
2983,11-09-2015,34,2
2075,20-01-2015,78,1
2841,20-12-2015,48,1
1562,11-05-2015,9,3
4619,16-06-2015,10,3
3122,31-10-2015,10,1
1790,29-03-2015,19,1
4395,08-06-2015,8,1
3074,13-04-2015,2,1
3797,20-01-2015,19,1
4958,11-07-2015,4,1
3752,08-02-2015,66,2
1277,01-12-2015,19,1
4403,20-09-2015,9,3
2272,05-09-2015,108,2
3443,18-04-2015,10,1
4667,19-07-2015,9,3
2902,06-06-2015,2,2
1494,25-06-2015,95,3
2231,08-05-2015,26,1
1917,29-07-2015,10,1
2144,05-01-2015,66,1
2656,16-12-2015,8,1
1881,05-06-2015,22,2
4764,27-09-2015,38,2
2755,17-05-2015,2,3
2361,27-02-2015,7,1
2311,01-11-2015,19,3
3937,04-05-2015,43,2
4932,17-07-2015,64,1
3304,28-03-2015,38,1
1133,03-08-2015,45,2
2843,14-12-2015,2,2
2719,30-05-2015,9,2
2678,04-04-2015,14,2
2211,29-11-2015,4,2
4682,19-03-2015,27,1
1696,04-10-2015,1,2
2061,12-02-2015,8,1
1385,21-06-2015,74,1
4302,08-03-2015,1,2
4113,27-04-2015,64,2
1122,25-06-2015,22,1
4508,07-10-2015,9,2
4688,03-08-2015,3,2
3906,16-06-2015,3,2
2847,18-05-2015,74,3
3402,29-03-2015,25,1
2039,22-09-2015,73,3
4228,04-04-2015,83,2
3622,29-08-2015,38,3
2643,08-11-2015,96,2
3406,13-09-2015,50,3
4537,22-01-2015,51,2
1326,07-02-2015,134,3
3490,09-07-2015,25,3
1277,02-03-2015,9,3
1599,13-10-2015,19,1
2013,07-02-2015,64,3
2613,24-05-2015,28,1
1705,12-10-2015,78,2
4571,03-03-2015,17,3
3432,25-02-2015,57,2
3641,27-12-2015,17,2
4232,14-11-2015,23,3
3614,28-04-2015,1,1
1120,14-07-2015,7,3
4345,28-01-2015,5,2
3663,04-01-2015,135,2
2147,12-11-2015,20,3
4718,04-09-2015,17,1
2825,14-08-2015,9,1
3195,14-06-2015,23,2
1910,30-10-2015,18,2
4170,08-01-2015,38,1
4576,17-09-2015,25,3
1959,09-07-2015,24,2
2729,06-01-2015,7,1
1811,18-03-2015,7,2
4548,30-07-2015,19,3
4463,15-08-2015,90,1
3908,10-07-2015,19,2
3579,24-05-2015,8,3
2226,06-01-2015,21,2
3701,27-04-2015,129,3
4149,20-03-2015,12,3
3011,22-06-2015,48,1
2324,18-08-2015,10,3
3778,03-12-2015,2,2
3837,12-05-2015,29,3
3587,06-01-2015,61,3
3885,15-10-2015,25,1
2271,17-01-2015,52,3
4134,14-06-2015,7,3
4936,15-03-2015,1,2
4084,03-11-2015,8,1
1054,21-10-2015,68,1
2553,20-07-2015,10,1
1513,12-11-2015,19,3
1088,09-11-2015,2,1
3724,11-12-2015,57,3
3054,17-02-2015,2,3
2281,27-10-2015,8,2
4353,12-06-2015,29,2
2131,27-08-2015,19,2
2876,09-09-2015,19,2
4395,25-02-2015,29,2
2438,20-02-2015,23,3
2690,17-10-2015,25,3
4362,02-03-2015,10,1
1777,21-04-2015,8,3
1659,10-03-2015,18,3
4244,31-10-2015,1,2
2165,27-04-2015,10,3
4809,04-02-2015,133,2
3715,06-04-2015,4,1
1562,22-01-2015,75,1
2676,07-11-2015,70,3
3339,13-04-2015,57,1
1565,12-12-2015,57,3
4835,28-10-2015,3,1
3996,31-08-2015,29,2
2499,18-02-2015,8,2
1361,06-07-2015,4,2
4418,13-01-2015,29,2
4610,22-01-2015,18,3
3160,06-05-2015,4,1
2779,01-12-2015,2,3
4154,02-07-2015,22,2
2034,11-10-2015,9,3
2601,20-05-2015,50,1
2511,16-03-2015,21,3
4246,01-12-2015,19,1
4231,11-01-2015,10,3
2100,19-09-2015,136,1
2380,01-06-2015,23,1
2324,14-05-2015,9,2
1473,02-10-2015,114,1
3824,12-02-2015,22,2
3289,26-12-2015,10,2
1220,29-12-2015,9,2
1923,30-04-2015,25,3
3612,13-06-2015,25,3
2682,28-06-2015,19,3
4560,03-07-2015,9,3
4531,16-10-2015,17,1
1379,07-07-2015,4,1
4826,17-01-2015,5,3
1763,03-12-2015,9,1
1094,08-09-2015,19,1
1729,01-08-2015,9,2
4497,07-06-2015,2,2
1893,18-01-2015,8,2
3478,02-04-2015,25,2
2295,28-12-2015,9,1
1833,24-07-2015,87,3
3307,03-03-2015,23,1
3562,18-03-2015,1,1
3145,16-11-2015,4,1
3595,17-12-2015,27,2
4934,17-03-2015,57,2
3386,03-02-2015,7,2
4125,21-03-2015,7,3
2570,19-03-2015,4,1
3613,05-10-2015,8,3
3292,31-07-2015,136,2
1409,02-07-2015,71,3
3315,19-11-2015,1,1
3486,29-01-2015,21,1
1256,02-08-2015,19,2
2523,04-07-2015,2,2
1432,04-08-2015,4,3
4819,01-10-2015,58,2
4455,30-06-2015,30,2
3467,27-11-2015,3,1
1991,22-10-2015,10,2
4862,15-05-2015,22,2
3225,25-02-2015,19,1
3296,27-06-2015,62,1
4179,21-03-2015,9,3
4641,06-07-2015,57,2
3411,19-06-2015,26,1
1932,15-03-2015,100,3
1324,10-04-2015,53,3
4787,12-08-2015,19,2
1497,10-10-2015,16,2
3666,12-04-2015,25,3
4338,06-09-2015,9,1
4159,28-12-2015,17,3
4558,03-04-2015,23,2
4680,27-08-2015,50,1
4303,25-09-2015,38,1
4595,07-08-2015,18,3
2600,16-12-2015,82,2
3830,07-04-2015,23,3
2073,14-05-2015,1,3
1847,14-02-2015,127,3
1223,30-11-2015,29,1
3297,08-02-2015,19,1
2818,22-11-2015,2,2
2507,30-12-2015,95,2
3358,19-03-2015,74,3
1930,18-04-2015,23,3
2764,28-12-2015,64,3
3025,16-06-2015,28,2
2201,03-05-2015,53,1
3982,25-07-2015,19,1
2117,28-03-2015,36,3
2706,12-02-2015,53,3
4924,26-08-2015,2,3
3851,10-05-2015,2,3
4036,26-05-2015,3,2
2202,28-09-2015,36,1
1574,12-02-2015,9,3
1417,13-07-2015,3,2
3204,08-05-2015,5,3
3445,01-10-2015,19,3
3748,05-03-2015,82,1
4061,09-05-2015,125,3
2855,09-09-2015,4,1
4548,28-07-2015,37,1
3881,07-04-2015,57,1
3864,12-12-2015,3,2
2766,19-08-2015,7,2
3953,13-05-2015,19,1
4526,24-08-2015,9,3
1468,09-10-2015,25,1
4982,01-08-2015,25,3
3450,27-04-2015,4,1
1330,02-11-2015,38,3
4456,17-04-2015,38,2
4606,30-03-2015,24,3
3773,27-11-2015,29,1
4593,12-02-2015,9,2
2244,28-01-2015,38,3
4296,26-08-2015,2,3
3296,02-03-2015,2,3
1114,10-07-2015,28,3
3480,07-05-2015,22,3
3842,14-10-2015,4,2
1715,21-05-2015,11,2
4052,21-04-2015,50,2
2663,28-05-2015,2,2
1861,19-05-2015,3,1
2181,23-06-2015,137,2
2319,10-05-2015,57,3
4277,06-12-2015,17,3
2193,07-01-2015,24,2
3589,05-10-2015,19,3
3144,19-06-2015,23,2
4044,26-08-2015,13,3
4048,08-05-2015,4,1
2272,31-01-2015,28,1
4637,14-05-2015,2,2
3640,26-01-2015,3,2
2599,22-11-2015,61,2
1363,14-10-2015,2,3
3560,27-09-2015,25,2
1228,23-02-2015,68,1
3749,09-03-2015,1,3
1358,29-12-2015,69,2
2586,26-10-2015,57,3
4626,24-12-2015,57,3
1857,10-09-2015,23,2
2646,11-11-2015,5,3
4242,09-12-2015,27,1
2344,14-02-2015,25,1
1646,15-08-2015,16,3
3450,08-03-2015,17,2
4645,29-12-2015,127,3
3154,10-04-2015,114,1
2037,19-04-2015,127,3
2078,16-10-2015,1,3
2444,12-05-2015,118,1
2100,13-10-2015,9,3
4689,04-06-2015,85,3
4430,22-02-2015,50,2
1997,26-10-2015,7,2
3414,05-02-2015,61,1
2289,06-09-2015,20,1
3137,24-08-2015,58,1
1696,01-03-2015,44,2
1332,03-04-2015,41,1
4748,24-03-2015,10,1
4505,17-04-2015,1,1
4336,27-04-2015,2,2
2800,17-03-2015,7,3
4456,21-03-2015,50,1
3537,12-07-2015,19,3
1331,29-04-2015,19,1
1140,26-06-2015,3,3
1976,14-10-2015,4,2
3353,13-04-2015,19,2
2190,14-05-2015,1,1
3221,29-06-2015,24,3
4878,21-09-2015,27,2
2291,20-09-2015,29,1
2542,08-03-2015,61,1
3770,13-01-2015,19,2
3892,20-07-2015,87,2
2515,22-07-2015,9,1
4687,13-01-2015,17,3
3743,06-05-2015,25,3
1031,15-10-2015,4,3
4245,04-06-2015,17,1
1851,29-06-2015,26,2
1788,20-12-2015,51,1
3166,15-01-2015,3,2
4108,27-09-2015,23,3
4078,25-04-2015,9,3
1784,26-09-2015,17,2
4001,21-06-2015,1,2
3202,14-11-2015,3,1
1939,15-07-2015,1,3
2530,30-08-2015,50,1
2893,12-12-2015,138,1
3666,16-02-2015,89,1
1123,12-11-2015,23,3
1098,07-05-2015,25,1
4319,21-05-2015,23,1
4761,01-03-2015,49,1
3790,26-07-2015,19,1
4296,28-07-2015,1,1
4450,30-07-2015,64,1
2434,18-09-2015,38,3
3779,10-11-2015,29,1
1613,03-08-2015,56,2
3209,28-12-2015,64,1
4895,07-09-2015,19,1
1654,25-03-2015,139,3
1126,29-04-2015,28,3
1254,19-04-2015,56,2
3168,02-05-2015,38,2
1892,30-09-2015,70,3
1936,20-05-2015,4,3
3132,30-07-2015,10,1
4316,11-01-2015,4,3
4375,05-10-2015,19,2
3468,08-07-2015,24,1
2488,19-08-2015,41,2
1769,30-12-2015,5,1
4937,10-04-2015,10,3
3389,17-08-2015,26,2
1439,13-08-2015,9,1
2542,24-11-2015,2,1
2065,22-01-2015,3,3
3830,10-07-2015,38,3
